FILE,StructName,ModeID,GeomID,Coord1,Coord2,Coord3,Energy
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_10_mode_13/start_data.vtu,W6_prism,13,10,185,153,159,-4.10532362
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_11_mode_13/start_data.vtu,W6_prism,13,11,185,153,158,-4.10515960
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_12_mode_13/start_data.vtu,W6_prism,13,12,185,153,158,-4.10429299
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_13_mode_13/start_data.vtu,W6_prism,13,13,183,152,157,-4.10187221
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_14_mode_13/start_data.vtu,W6_prism,13,14,183,152,155,-4.09694092
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_15_mode_13/start_data.vtu,W6_prism,13,15,183,152,154,-4.08878683
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_16_mode_13/start_data.vtu,W6_prism,13,16,183,152,153,-4.07712464
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_17_mode_13/start_data.vtu,W6_prism,13,17,183,152,152,-4.06209416
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_18_mode_13/start_data.vtu,W6_prism,13,18,183,152,151,-4.04414364
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_19_mode_13/start_data.vtu,W6_prism,13,19,181,152,150,-4.02375643
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_1_mode_13/start_data.vtu,W6_prism,13,1,188,153,169,-4.03161732
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_20_mode_13/start_data.vtu,W6_prism,13,20,181,152,149,-4.00149730
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_2_mode_13/start_data.vtu,W6_prism,13,2,187,153,169,-4.05052366
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_3_mode_13/start_data.vtu,W6_prism,13,3,187,153,168,-4.06702726
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_4_mode_13/start_data.vtu,W6_prism,13,4,187,153,166,-4.08069379
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_5_mode_13/start_data.vtu,W6_prism,13,5,187,153,165,-4.09114138
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_6_mode_13/start_data.vtu,W6_prism,13,6,187,153,164,-4.09830179
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_7_mode_13/start_data.vtu,W6_prism,13,7,186,153,163,-4.10250901
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_8_mode_13/start_data.vtu,W6_prism,13,8,185,153,162,-4.10449519
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode13/geom_9_mode_13/start_data.vtu,W6_prism,13,9,185,153,161,-4.10518363
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_0_mode_14/start_data.vtu,W6_prism,14,0,183,155,163,-4.06579648
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_10_mode_14/start_data.vtu,W6_prism,14,10,185,153,159,-4.10532362
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_11_mode_14/start_data.vtu,W6_prism,14,11,185,152,159,-4.10505251
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_12_mode_14/start_data.vtu,W6_prism,14,12,185,152,159,-4.10427270
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_13_mode_14/start_data.vtu,W6_prism,14,13,186,152,159,-4.10302829
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_14_mode_14/start_data.vtu,W6_prism,14,14,186,152,158,-4.10135880
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_15_mode_14/start_data.vtu,W6_prism,14,15,186,152,158,-4.09929590
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_16_mode_14/start_data.vtu,W6_prism,14,16,186,151,158,-4.09687051
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_17_mode_14/start_data.vtu,W6_prism,14,17,187,151,158,-4.09410473
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_18_mode_14/start_data.vtu,W6_prism,14,18,187,151,159,-4.09101582
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_19_mode_14/start_data.vtu,W6_prism,14,19,187,151,159,-4.08761941
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_1_mode_14/start_data.vtu,W6_prism,14,1,183,154,162,-4.07445515
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_20_mode_14/start_data.vtu,W6_prism,14,20,187,151,159,-4.08392569
data/W6_prism_mp2/nonrel/PBE0/TZ2P/gridspacing0.05/normal_modes_tracking/calculations/rho/mode14/geom_2_mode_14/start_data.vtu,W6_prism,14,2,183,154,162,-4.08180428
